tray_id,component,count,power_each_W,coolant_reference_C,resistance_low_K_W,resistance_high_K_W,junction_low_C,junction_high_C,target_max_C,target_margin_K,manufacturer_limit_C,manufacturer_margin_K
C01,GPU,4,1200.0,55.40943151238355,0.01,0.02,67.40943151238355,79.40943151238355,80.0,0.5905684876164514,,
C01,CPU,2,500.00000000000006,55.40943151238355,0.02,0.04,65.40943151238355,75.40943151238355,80.0,4.590568487616451,,
C02,GPU,4,1200.0,55.477580838390395,0.01,0.02,67.4775808383904,79.4775808383904,80.0,0.522419161609605,,
C02,CPU,2,500.00000000000006,55.477580838390395,0.02,0.04,65.4775808383904,75.4775808383904,80.0,4.522419161609605,,
C03,GPU,4,1200.0,55.540574185452726,0.01,0.02,67.54057418545273,79.54057418545273,80.0,0.4594258145472736,,
C03,CPU,2,500.00000000000006,55.540574185452726,0.02,0.04,65.54057418545273,75.54057418545273,80.0,4.459425814547274,,
C04,GPU,4,1200.0,55.598505404195805,0.01,0.02,67.5985054041958,79.5985054041958,80.0,0.4014945958041949,,
C04,CPU,2,500.00000000000006,55.598505404195805,0.02,0.04,65.5985054041958,75.5985054041958,80.0,4.401494595804195,,
C05,GPU,4,1200.0,55.65148888322989,0.01,0.02,67.65148888322989,79.65148888322989,80.0,0.34851111677011204,,
C05,CPU,2,500.00000000000006,55.65148888322989,0.02,0.04,65.65148888322989,75.65148888322989,80.0,4.348511116770112,,
C06,GPU,4,1200.0,55.699658651149605,0.01,0.02,67.6996586511496,79.6996586511496,80.0,0.3003413488503952,,
C06,CPU,2,500.00000000000006,55.699658651149605,0.02,0.04,65.6996586511496,75.6996586511496,80.0,4.300341348850395,,
C07,GPU,4,1200.0,55.74316735664297,0.01,0.02,67.74316735664297,79.74316735664297,80.0,0.25683264335702916,,
C07,CPU,2,500.00000000000006,55.74316735664297,0.02,0.04,65.74316735664297,75.74316735664297,80.0,4.256832643357029,,
C08,GPU,4,1200.0,55.78218514696721,0.01,0.02,67.78218514696721,79.78218514696721,80.0,0.2178148530327917,,
C08,CPU,2,500.00000000000006,55.78218514696721,0.02,0.04,65.78218514696721,75.78218514696721,80.0,4.217814853032792,,
C09,GPU,4,1200.0,55.81689846557424,0.01,0.02,67.81689846557424,79.81689846557424,80.0,0.18310153442575938,,
C09,CPU,2,500.00000000000006,55.81689846557424,0.02,0.04,65.81689846557424,75.81689846557424,80.0,4.183101534425759,,
S01,NVSwitch,2,620.0,46.061639216493745,0.015,0.035,55.36163921649374,67.76163921649375,80.0,12.238360783506252,,
S02,NVSwitch,2,620.0,46.07257038377833,0.015,0.035,55.372570383778324,67.77257038377833,80.0,12.22742961622167,,
S03,NVSwitch,2,620.0,46.08270777465532,0.015,0.035,55.382707774655316,67.78270777465532,80.0,12.217292225344679,,
S04,NVSwitch,2,620.0,46.092075073568424,0.015,0.035,55.39207507356842,67.79207507356843,80.0,12.207924926431573,,
S05,NVSwitch,2,620.0,46.100697301597904,0.015,0.035,55.4006973015979,67.8006973015979,80.0,12.199302698402093,,
S06,NVSwitch,2,620.0,46.10860075554814,0.015,0.035,55.408600755548136,67.80860075554814,80.0,12.191399244451858,,
S07,NVSwitch,2,620.0,46.11581294937855,0.015,0.035,55.41581294937855,67.81581294937855,80.0,12.184187050621446,,
S08,NVSwitch,2,620.0,46.12236255951922,0.015,0.035,55.422362559519215,67.82236255951922,80.0,12.17763744048078,,
S09,NVSwitch,2,620.0,46.12827937597814,0.015,0.035,55.428279375978136,67.82827937597814,80.0,12.171720624021859,,
C10,GPU,4,1200.0,56.03499564405274,0.01,0.02,68.03499564405274,80.03499564405274,80.0,-0.034995644052742136,,
C10,CPU,2,500.00000000000006,56.03499564405274,0.02,0.04,66.03499564405274,76.03499564405274,80.0,3.965004355947258,,
C11,GPU,4,1200.0,56.04619562621326,0.01,0.02,68.04619562621326,80.04619562621326,80.0,-0.046195626213261676,,
C11,CPU,2,500.00000000000006,56.04619562621326,0.02,0.04,66.04619562621326,76.04619562621326,80.0,3.9538043737867383,,
