tray_id,component,count,power_each_W,coolant_reference_C,resistance_low_K_W,resistance_high_K_W,junction_low_C,junction_high_C,target_max_C,target_margin_K,manufacturer_limit_C,manufacturer_margin_K
C01,GPU,4,1200.0,56.35637019826811,0.01,0.02,68.35637019826811,80.35637019826811,80.0,-0.35637019826810956,,
C01,CPU,2,500.00000000000006,56.35637019826811,0.02,0.04,66.35637019826811,76.35637019826811,80.0,3.6436298017318904,,
C02,GPU,4,1200.0,56.39246377432829,0.01,0.02,68.39246377432829,80.39246377432829,80.0,-0.3924637743282915,,
C02,CPU,2,500.00000000000006,56.39246377432829,0.02,0.04,66.39246377432829,76.39246377432829,80.0,3.6075362256717085,,
C03,GPU,4,1200.0,56.42567823152433,0.01,0.02,68.42567823152433,80.42567823152433,80.0,-0.42567823152432993,,
C03,CPU,2,500.00000000000006,56.42567823152433,0.02,0.04,66.42567823152433,76.42567823152433,80.0,3.57432176847567,,
C04,GPU,4,1200.0,56.45610348499184,0.01,0.02,68.45610348499184,80.45610348499184,80.0,-0.45610348499184283,,
C04,CPU,2,500.00000000000006,56.45610348499184,0.02,0.04,66.45610348499184,76.45610348499184,80.0,3.543896515008157,,
C05,GPU,4,1200.0,56.4838354530433,0.01,0.02,68.4838354530433,80.4838354530433,80.0,-0.483835453043298,,
C05,CPU,2,500.00000000000006,56.4838354530433,0.02,0.04,66.4838354530433,76.4838354530433,80.0,3.516164546956702,,
C06,GPU,4,1200.0,56.50897566274807,0.01,0.02,68.50897566274807,80.50897566274807,80.0,-0.508975662748071,,
C06,CPU,2,500.00000000000006,56.50897566274807,0.02,0.04,66.50897566274807,76.50897566274807,80.0,3.491024337251929,,
C07,GPU,4,1200.0,56.53163084606052,0.01,0.02,68.53163084606052,80.53163084606052,80.0,-0.5316308460605228,,
C07,CPU,2,500.00000000000006,56.53163084606052,0.02,0.04,66.53163084606052,76.53163084606052,80.0,3.468369153939477,,
C08,GPU,4,1200.0,56.55191252898953,0.01,0.02,68.55191252898953,80.55191252898953,80.0,-0.5519125289895328,,
C08,CPU,2,500.00000000000006,56.55191252898953,0.02,0.04,66.55191252898953,76.55191252898953,80.0,3.448087471010467,,
C09,GPU,4,1200.0,56.56993661539332,0.01,0.02,68.56993661539332,80.56993661539332,80.0,-0.569936615393317,,
C09,CPU,2,500.00000000000006,56.56993661539332,0.02,0.04,66.56993661539332,76.56993661539332,80.0,3.430063384606683,,
S01,NVSwitch,2,620.0,46.35235917976911,0.015,0.035,55.65235917976911,68.05235917976911,80.0,11.947640820230887,,
S02,NVSwitch,2,620.0,46.35804835285467,0.015,0.035,55.658048352854664,68.05804835285467,80.0,11.94195164714533,,
S03,NVSwitch,2,620.0,46.36332524587692,0.015,0.035,55.66332524587692,68.06332524587692,80.0,11.936674754123075,,
S04,NVSwitch,2,620.0,46.36820476314915,0.015,0.035,55.66820476314915,68.06820476314915,80.0,11.931795236850846,,
S05,NVSwitch,2,620.0,46.37270222838697,0.015,0.035,55.67270222838697,68.07270222838697,80.0,11.927297771613027,,
S06,NVSwitch,2,620.0,46.37683337768317,0.015,0.035,55.67683337768317,68.07683337768317,80.0,11.923166622316828,,
S07,NVSwitch,2,620.0,46.380614353669785,0.015,0.035,55.68061435366978,68.08061435366979,80.0,11.919385646330213,,
S08,NVSwitch,2,620.0,46.384061699564995,0.015,0.035,55.68406169956499,68.084061699565,80.0,11.915938300435002,,
S09,NVSwitch,2,620.0,46.38719239332852,0.015,0.035,55.687192393328516,68.08719239332852,80.0,11.912807606671478,,
C10,GPU,4,1200.0,56.6836523057317,0.01,0.02,68.6836523057317,80.6836523057317,80.0,-0.6836523057316981,,
C10,CPU,2,500.00000000000006,56.6836523057317,0.02,0.04,66.6836523057317,76.6836523057317,80.0,3.316347694268302,,
C11,GPU,4,1200.0,56.68967480931036,0.01,0.02,68.68967480931036,80.68967480931036,80.0,-0.6896748093103611,,
C11,CPU,2,500.00000000000006,56.68967480931036,0.02,0.04,66.68967480931036,76.68967480931036,80.0,3.310325190689639,,
C12,GPU,4,1200.0,56.694508211548055,0.01,0.02,68.69450821154805,80.69450821154805,80.0,-0.6945082115480545,,
C12,CPU,2,500.00000000000006,56.694508211548055,0.02,0.04,66.69450821154805,76.69450821154805,80.0,3.3054917884519455,,
C13,GPU,4,1200.0,56.698297102204776,0.01,0.02,68.69829710220478,80.69829710220478,80.0,-0.6982971022047764,,
C13,CPU,2,500.00000000000006,56.698297102204776,0.02,0.04,66.69829710220478,76.69829710220478,80.0,3.3017028977952236,,
C14,GPU,4,1200.0,56.70118825453267,0.01,0.02,68.70118825453267,80.70118825453267,80.0,-0.7011882545326671,,
C14,CPU,2,500.00000000000006,56.70118825453267,0.02,0.04,66.70118825453267,76.70118825453267,80.0,3.298811745467333,,
